Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
disable.story.events.tip.disabled,Letiltott történet-események: {0},,"{0} will be replaced with a comma separated list of event names, i.e. (Asteroid, Meteoroid Shower)"
disabled.in.tutorial,Letiltva az oktatóprogramban,,
disassemble,Szétszerel,,
disassembling.bar,Szétszerelés: {0}/{1},,
discharge.time.left,Erőtér Ideje,,"A label displayed next to the time left for a force field device to be activated (because it's battery is discharging, after some time it will auto-deactivate and will have to recharge). See ""charge.time.left"" key for more context."
disconnect.all,Minden Lecsatlakoztatása,,
disk.compression,Lemeztömörítés: {0},,
display.nebula,Űrköd megjelenítése,,
display.nebula.tip,Az űrköd letiltása javíthatja a GPU teljesítményt kevésbé erős hardvereken,,
distance.to,Távolság: {0},,
do.not.show.again,Ne mutasd többet,,
dock,Dokkolj,,Verb. Displayed on an action button that tells a robot to return to a docking station.
dockable,Dokkolható,,Adjective. Displayed on a button that opens a submenu that contains robot's docking status and controls
docked,Dokkolt,,"Robot state, denoting that robot is currently inside it's designated docking station"
docking,Dokkol,,"Robot state, denoting that robot is currently trying to reach it's docking station"
does.not.include.batteries,Nem Tartalmaz Elemeket,,
dont.save,Kilépés mentés nélkül,,
door,Ajtó,,
door.not.powered,"Az ajtó nincs bekötve, vagy nincs áram alatt",,
download.mods,Modulok Letöltése,,
drag.dist.tip,"Kisegítő lehetőségek. Megmondja, hány képpontot kell húznod a gombra kattintva, hogy a műveletet ""húzásnak"" tekintse.",,
drag.release.build.con,Csatlakozók építése kihúzással,,
drag.release.build.con.tip,"Ha ez engedélyezve van, akkor a csatlakozási eszköz építeni fog egy csatlakozót, ha a csatlakozó ki van húzva, majd felengedésre kerül egy üres burkolati elemen.",,
drink.coffee,Kávézz,,
drop.task,Befejezés,,
duplicate.binding,Duplikált gombfunkció,,A warning for input key binding settings. Displayed if the same button is bound to execute more than one action (which is bad).
duplicate.binding.info,"A(z) {0} számára kiválasztott beviteli eszköz máshol már használatban van. A legtöbb esetben érdemes visszaállítani a módosítást. Vegye figyelembe, hogy a kezelőfelület navigációjában a billentyűzet nyílbillentyűi, az Enter és az ESC használatban vannak.",,
dust.accumulation,Por felhalmozódás,,
dust.amount,Por mennyisége,,
dust.amount.bar,Portörlés: {0}/{1},,
dust.storm.end,Porvihar véget ért,,
dust.storm.ongoing,Porvihar,,"Displayed in the event list. This text is displayed for the whole duration of the dust storm, so the player can see that the dust storm did not go away yet. Should not be much longer than the English translation."
eat,Egyél,,
eating,Eszik,,
economy.research.required,"""Gazdaság"" kutatásra van szükség ennek a funkciónak az engedélyezéséhez",,
edge.pan.speed,Képernyő szélének görgetési sebessége: {0:0.0},,
edge.pan.tip,Szabályozza a szélgörgetés sebességét. Állítsd ezt 0-ra a szélgörgetés letiltásához.,,
egg,Tojás,,
eject,Kivetés,,
eject.ammo,Lőszer kiadása,,
eject.contents,Tartalom kivetése,,
eject.food,Kaja kivetése,,
eject.fuel,Üzemanyag kiadása,,
el.build.connector.here,Építs csatlakozót ide,,Displayed in a tooltip when dragging a connector
el.connector.fully.utilized,A csatlakózók teljesen ki vannak használva itt!,,Displayed in a tooltip near mouse cursor when trying to drag and create a connection from electrical connector that has no available connection slots
el.connector.not.on.grid,A csatlakozó nincs a Fedélzeti Számítógéppel egy hálózaton!,,Displayed in a tooltip when trying to drag an electrical connection from a connector that is not part of Ship Computer's electricity grid. Player cannot control devices that are no connected to Ship Computer though a network.
el.connector.out.of.range,Hatótávolságon Kívül!,,Displayed in a tooltip when trying to drag an electrical connection to a point where the connector cannot reach it
el.consumption.priority,Fogyasztási Prioritás,,
el.consumption.priority.desc,"A villamosenergia-fogyasztási prioritás lehetővé teszi annak kezelését, hogy egy eszköz mikor vesz áramot a hálózatból. Nagyobb szám nagyobb prioritást ad egy eszköznek, így először az vesz fel áramot, míg a kisebb szám a többi eszköz után, ha van még elérhető áram.",,
el.device.heavily.damaged,Az eszköz komolyan megsérült!,,Displayed in a tooltip when tryng to connect to a device that is damaged too much
el.device.not.constructed,Az eszköz még nincs megépítve!,,Displayed when trying to connect to a device that has not been built yet
el.device.not.powerable,Az eszköz nem igényel áramot!,,Displayed in a tooltip when trying to connect a device that does not require electricity
el.disconnected.devices,Nem kapcsolódó eszközök,,
el.not.a.connector,A készülék nem csatlakozó!,,"Displayed in a tooltip when trying to connect two devices directly (which is not allowed, one of the devices must be a connector)"
el.production.priority,Termelési Prioritás,,
el.production.priority.desc,"A villamosenergia-termelési prioritás határozza meg, hogy egy eszköz termel-e villamos energiát, ha a hálózat a szükségesnél több energiát tud biztosítani. A nagyobb szám magasabb prioritást jelent. A magasabb prioritású eszközök termelnek áramot először. Ezzel módosíthatod a különböző típusú üzemanyagok prioritását.",,
electricity.deficit,Villamosenergia hiány,,
electricity.grid,Elektromos Hálózat,,
elysium.mode.confirm,"Arra készülsz, hogy ezt a Hibernációs Kamrát <b><nobr>Elysiummá</nobr></b> alakítsd, ami szimulációba helyezi alvó kolonistákat, és lehetővé teszi, hogy testüket biológiai erőforrásként használd (mint a mátrixban). <b>A folyamat visszafordíthatatlan</b>. Kérlek, erősítsd meg szándékod!",,
elysium.mode.unavailable,Az Elysium mód nem elérhető. Először fel kell oldanod az <b><nobr>Elysium</nobr></b> technológiát a Kutatási Adatbázisban.,,
emblem,Jelkép,,
emergency.recharge.bar,Vészhelyzeti Töltés: {0},,
emergency.recharge.complete,Vészhelyzeti Töltés Kész,,
emergency.recharge.end.help,"A munkás feltöltődött 10%-ra, és újra online lett. Ez a töltés nem tart sokáig, ezért ügyelj arra, hogy a közelben elegendő szabad és megfelelően csatlakoztatott töltőállomás álljon rendelkezésre.",,
emergency.recharge.help,"Az munkásod teljesen lemerült. A beépített vészhelyzeti napelem töltők aktiválásra kerültek. A munkás újra online lesz, amikor Energia Szintje eléri a 10%-ot. A folyamat automatikus, de lassú.<br><br>Annak érdekében, hogy ez ne ismétlődhessen meg, építs több töltőállomást, vagy állítsd be a munkások prioritásait megfelelően.",,
emergency.recharge.info,"Nem lehet használni amíg a Vészhelyzeti Töltés mód aktív. A munkás automatikusan újraindítja magát, ha a tartalék napelemek 10%-ra visszatöltötték a töltöttségi szintet.",,
emergency.recharge.start,Leállás Vészhelyzeti Újratöltéshez,,
emergency.siren,Vészhelyzeti sziréna,,
emergency.siren.active,Sürgősségi Sziréna Aktív,,
emergency.siren.automatic,Automatikus,,"A mode for the Emergency Siren device. When the mode is ""Automatic"", the siren will sound on it's own when emergency happens."
emergency.siren.automatic.info,"Az automatikus vészhelyzeti sziréna magától bekapcsol, ha bármilyen kritikus riasztás történik. Ide tartoznak a beérkező aszteroidák, a tűz és hasonló katasztrófák. A kolonisták a legközelebbi Vészhelyzeti Sziréna felé futnak, ha az aktív.",,
emergency.siren.manual,Manuális,,"A mode for the Emergency Siren device. When the mode is ""Manual"", the siren will only sound when the player turns it on."
emotional.attachments,Kötődések,,"A label for list of things a person is attached to. As in ""Emotional attachments"". Someone can be attached to another person (i.e. they are friends, or in love), a thing (i.e. their favorite chair near a table, their own bed), or a substance (addiction to coffee). When the subject of this attachment is lost, the person will feel bad about it."
empty,Üres,,"Adjective. Used in several places where there is supposed to be a list of items, but there is nothing to show. For example if a storage unit does not have any contents, and you try to see the list of contents, it will show this ""Empty"" text"
enable.all.mods,Modok engedélyezése,,
enable.combat,Harc Engedélyezése,,
enable.combat.tip,"Ha a harcot letiltod, a játék teljesen nyugis lesz. A természeti katasztrófák, például a meteor záporok továbbra is előfordulhatnak.",,
enable.elysium.mode,Elysium Mód Engedélyezése,,
enable.force.field,Erőtér Engedélyezése,,
enabling.elysium,Elysium engedélyezése,,
enclosed.areas,Zárt Területek,,
end.tutorial,Oktató befejezése,,
ended.ago,{0} befejeződött,,"Displayed in tooltip when you hover an old event notification. {0} will be used in conjunction of ""time.ago"" translation. Example: ""Ended 5 hours ago"""
ends.in,{0} van hátra,,
energy.auto.connect.incomplete,Az automatikus csatlakozás nem fejeződött be. {0}/{1} elérhető csomópont csatlakoztatva. Építs több csatlakozót.,,
energy.auto.connect.warning,Automatikus csatlakozás figyelmeztetés,,
energy.bat.charge,Akkumulátor töltési szint,,
energy.bat.charge.desc,"Minden akkumulátor elérhető teljesítményének összege szorozva a töltöttségi százalékával. Nem mutatja, hogy mennyi ideig tart a töltés, de képet ad arról, hogy az akkumulátorok mennyire vannak töltve. Ez az érték a diagramon a Max. termelés tetejére kerül.",,
energy.batteries,Akkumulátorok,,
energy.bullet,Energia töltény,,
energy.con.already.connected,Ez az energia csomópont már csatlakozik egy másik csatlakozóhoz,,
energy.con.damaged,A sérült eszközöket nem lehet csatlakoztatni. Először rendeld el a javítást.,,
energy.con.failed,Kapcsolat Sikertelen,,
energy.con.not.constructed,Nem lehet csatlakozni fel nem épített eszközökhöz,,
energy.con.refused,Nem tud csatlakozni,,
energy.con.refused.details,A csatlakozó már <b>teljes kapacitáson</b> van. Maximális kapcsolatok: {0}. Először kapcsolj le valamit.,2022-08-05,
energy.con.too.far,"Az eszköz kívül esik a csatlakozási hatókörön. Több csatlakozót is láncolhatsz, hogy elérd az eszközt.",,
energy.connection.limit,Kiépített kapcsolatok,,
energy.connections,Kapcsolatok kezelése,,
energy.connectors,Csatlakozók,,
energy.consumers,Fogyasztók,,
energy.consumption,Energia Fogyasztás,,
energy.cur.deficit,Jelenlegi hiány,,
energy.cur.deficit.desc,"Ez a jelenlegi villamosenergia-hiány. Ha nem nulla, akkor vagy le kell kapcsolni néhány eszközt, vagy több áramtermelő berendezést kell építeni. Vedd figyelembe, hogy a kutatás gyakran sok áramot igényel.",,
energy.cur.demand,Jelenlegi Igény,,
energy.cur.demand.desc,"Ez a teljes elektromos áram szükséglet az összes eszköz jelenlegi állapotában történő táplálásához. Egyes eszközök csak bekapcsolt állapotban használnak áramot. Célszerű mindig több termelési kapacitással rendelkezni, mint amennyi az igény.",,
energy.cur.output,Energia Fogyasztás,2022-05-27,
energy.cur.output.desc,"Ez a jelenlegi fogyasztásod. Ha magasabb, mint a termelés, akkor az akkumulátorok használatba lesznek fogva. Ha alacsonyabb mint az igény, növelned kell az energiatermelést, vagy ellenőrizned kell, hogy minden eszköz jól karbantartott, konfigurált, tankolt és tisztítva van-e. Vedd figyelembe, hogy a reaktorok nem termelnek áramot, ha nincs kereslet.",2022-05-27,
energy.deficit,Energiahiány,,
energy.grid,Elektromos Hálózat,,
energy.grid.nr,Hálózat #{0}: {1},,
energy.grids,Elektromos Hálózatok,,
energy.loss,Energiaveszteség,,
energy.low,Alacsony energia,,
energy.max.bat.output,Akkumulátor tartalék,,
energy.max.bat.output.desc,"A nullától eltérő töltésű akkumulátorok rendelkezésre álló teljesítményének összege. Minden akkumulátor lemerült tekintett, vagy a maximális teljesítményt produkálja, amíg van némi töltés. Ez az érték a diagramon a Max. termelés tetejére kerül.",,
energy.max.output,Max Termelés,2022-05-27,
energy.max.output.desc,"Ez az elméleti maximális villamosenergia-teljesítmény, amelyet a hálózat képes előállítani. Az akkumulátorokat nem tartalmazza. A tényleges teljesítmény az aktuális energiaszükséglettől, az eszköz állapotától és az akkumulátorhasználattól függően eltérő lehet.",,
energy.node,Energia csomópont,,
energy.node.auto.connect,Automatikus csatlakozás ({0}),,
energy.node.connect,Csatlakoztat,,
energy.node.disconnect,Leválaszt,,
energy.node.disconnect.all,Mind leválasztása ({0}),,
energy.node.unreachable,Hálózat elérhetetlen,,
energy.node.unreachable.info,"Ennek az energia csomópontnak a vezérléséhez <b>a Fedélzeti Számítógéppel azonos elektromos hálózaton kell lenni</b>. Bővítsd a hálózatod a csatlakozók láncolásával, amíg az egyik el nem éri ezt az eszközt.",2022-08-10,
energy.not.connected,Nincs csatlakoztatva,,
energy.off_grid,Nincs a hálózaton,,
energy.overview,Áttekintés,,
energy.peak.demand,Csúcsfogyasztás,,
energy.peak.demand.desc,A legutóbbi elektromos hálózati változás óta regisztrált csúcs villamosenergia-fogyasztás. A meglévő kapcsolatok módosítása visszaállítja ezt az értéket.,,
energy.producers,Termelők,,
energy.production,Energia Termelés,,
energy.renewable,Megújuló energia,,
energy.renewable.desc,Napelemekkel vagy egyéb anyagokat nem fogyasztó eszközökkel termelt villamos energia.,,
energy.tool.need.research,"Az eszköz használatához kutatnod kell az <b>Energiát</b>, és létre kell hoznod néhány <b>Csatlakozót</b>.",,
energy.turned.off,Lekapcsolva [{0}],2022-06-14,"{0} will show the count of devices. Switched off is as in ""turned off"" or ""offline"", i.e. ""Switched Off [12]"""
