Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
elysium.mode.unavailable,Elysium mode is not available. We have to unlock <b><nobr>Elysium</nobr></b> in the Research Tree first. ,,
emergency.recharge.bar,Emergency recharge: {0},,
emergency.recharge.complete,Emergency Recharge Complete,,
emergency.recharge.end.help,"The worker recharged to 10% and has gone back online. This charge won't last long, so make sure there are enough free and properly connected Charge Stations available nearby.",,
emergency.recharge.help,"Your worker has discharged completely. Emergency built-in solar panels have been activated. The worker will be back online when its Electricity Need level reaches 10%. The process is automatic, but slow.<br><br>To prevent this from happening again, build more Charge Stations or adjust worker Job Priorities.",,
emergency.recharge.info,Cannot switch while Emergency Recharge mode is active. Worker will automatically turn itself back on when backup solar panels bring the charge to 10%,,
emergency.recharge.start,Shutdown for Emergency Recharge,,
emergency.siren,Emergency Siren,,
emergency.siren.active,Emergency Siren is Active,,
emergency.siren.automatic,Automatic,,"A mode for the Emergency Siren device. When the mode is ""Automatic"", the siren will sound on it's own when emergency happens."
emergency.siren.automatic.info,"Automatic emergency siren will turn itself on when any critical alert is triggered. This includes incoming asteroids, fire, and similar disasters. Human colonists will run towards the closest emergency siren if it's active.",,
emergency.siren.manual,Manual,,"A mode for the Emergency Siren device. When the mode is ""Manual"", the siren will only sound when the player turns it on."
emotional.attachments,Attachments,,"A label for list of things a person is attached to. As in ""Emotional attachments"". Someone can be attached to another person (i.e. they are friends, or in love), a thing (i.e. their favorite chair near a table, their own bed), or a substance (addiction to coffee). When the subject of this attachment is lost, the person will feel bad about it."
empty,Empty,,"Adjective. Used in several places where there is supposed to be a list of items, but there is nothing to show. For example if a storage unit does not have any contents, and you try to see the list of contents, it will show this ""Empty"" text"
enable.combat,Enable Combat,,
enable.combat.tip,"If combat is disabled, the game will become completely peaceful. Natural disasters like meteoroid showers can still happen.",,
enable.elysium.mode,Enable Elysium Mode,,
enable.force.field,Enable Force Field,,
enabling.elysium,Enabling Elysium,,
enclosed.areas,Enclosed Areas,,
ended.ago,Ended {0},,"Displayed in tooltip when you hover an old event notification. {0} will be used in conjunction of ""time.ago"" translation. Example: ""Ended 5 hours ago"""
ends.in,Ends in {0},,
energy.auto.connect.incomplete,Auto connect incomplete. Connected {0} out of {1} reachable nodes. Build more Connectors.,,
energy.auto.connect.warning,Auto connect warning,,
energy.bat.charge,Battery Charge Level,,
energy.bat.charge.desc,"A sum of the available output of every battery multiplied by its charge percentage. It does not show how long the charge will last, but gives you an idea of how full the batteries are. This value will be stacked on top of Max Production in the chart.",,
energy.batteries,Batteries,,
energy.bullet,Energy Bullet,,
energy.con.already.connected,This energy node is already connected to another connector,,
energy.con.damaged,Cannot connect damaged devices. Order repairs first.,,
energy.con.failed,Connection Failed,,
energy.con.not.constructed,Cannot connect to unconstructed devices,,
energy.con.refused,Cannot Connect,,
energy.con.refused.details,The connector is already at <b>full capacity</b>. Max Connections: {0}. Disconnect something first.,2022-08-05,
energy.con.too.far,Device is outside the Connector range. You can chain multiple connectors to reach the device.,,
energy.connection.limit,Established Connections,,
energy.connections,Manage Connections,,
energy.connectors,Connectors,,
energy.consumers,Consumers,,
energy.consumption,Energy Consumption,,
energy.cur.deficit,Current Deficit,,
energy.cur.deficit.desc,"This is the current electricity deficit. If it's not zero, you have to either turn off some expensive electricity hogs, or build more electricity producing devices. Note that running research will often require a lot of electricity.",,
energy.cur.demand,Current Demand,,
energy.cur.demand.desc,This is the total required electricity to power all your devices at their current state. Some devices will only use electricity when activated. It's a good idea to always have more production capacity than the demand.,,
energy.cur.output,Energy Consumption,2022-05-27,
energy.cur.output.desc,"This is your current consumption. If it's higher than production, batteries are used. If it's lower than demand, you need to increase your energy production or check if all devices are well-maintained, configured, refueled, and cleaned. Note that Reactors will not produce electricity if there is no demand.",2022-05-27,
energy.deficit,Energy Deficit,,
energy.grid,Electricity Grid,,
energy.grid.nr,Grid #{0}: {1},,
energy.grids,Electricity Grids,,
energy.loss,Energy Loss,,
energy.low,Low Energy,,
energy.max.bat.output,Battery Reserve,,
energy.max.bat.output.desc,"The sum of the available output of every battery that has a non-zero charge. Every battery is either dead, or can produce its maximum output while it has some charge. This value will be stacked on top of Max Production in the chart.",,
energy.max.output,Max Production,2022-05-27,
energy.max.output.desc,"This is the theoretical maximum electricity output your grid can produce. It does not include batteries. Actual output can be different, depending on your current energy demand, device state, and battery use.",,
energy.node,Energy Node,,
energy.node.auto.connect,Auto Connect ({0}),,
energy.node.connect,Connect,,
energy.node.disconnect,Disconnect,,
energy.node.disconnect.all,Disconnect All ({0}),,
energy.node.unreachable,Node Is Unreachable,,
energy.node.unreachable.info,"To control this Energy Node, <b>it has to be on the same electricity grid as the Ship Computer</b>. Expand your grid by chaining connectors until one of them can reach this device.",2022-08-10,
energy.not.connected,Not Connected,,
energy.off_grid,Off Grid,,
energy.overview,Overview,,
energy.peak.demand,Peak Consumption,,
energy.peak.demand.desc,Peak electricity consumption that was registered since the last change of the electricity grid. Modifying existing connections will reset this value.,,
energy.producers,Producers,,
energy.production,Energy Production,,
energy.tool.need.research,You have to research <b>Energy</b> and build some <b>Connectors</b> to be able to use this tool.,,
energy.turned.off,Switched Off [{0}],2022-06-14,"{0} will show the count of devices. Switched off is as in ""turned off"" or ""offline"", i.e. ""Switched Off [12]"""
engine,Engine,,
engine.power,Engine Power,,
engine.push,Engine Push,2022-01-08,"This is used in a label that shows how powerful the ship engines are when you combine their output. ""Push"" here is as in ""Force"" or ""Power"", or ""Propulsion amount"". "
enter.amount,Enter Amount,,
enter.galaxy,Enter Galaxy,,
enter.name,Enter Name,,
enter.new.first.name,Enter New First Name,,
enter.new.last.name,Enter New Last Name,,
