Key,Translation,Version,Comment (context for translators)
auto.dock,Авто Док,,label for the setting that tells if the robot will automatically dock
auto.assign,Авто Призначення,,label for the setting that tells if the device can be automatically assigned to someone
no.dock,Без Дока,,label that tells that this worker has no dock assigned
auto.dock.tip,"Якщо цю опцію увімкнено, Бот автоматично намагатиметься задіяти Док під час простою.",,
auto.assign.bot.to.dock.tip,"Якщо цю опцію увімкнено, для цього Бота буде автоматично призначено будь-який із не призначених Доків.",,
auto.assign.dock.to.bot.tip,"Якщо цю опцію увімкнено, для цього Дока буде автоматично призначено будь-якого із не призначених Ботів.",,
research.robotics.assemblyhub,Складальний Хаб,,
research.robotics.docking,Доки,,
job.type.Need,Потреба,,
ability.UseShower,Користування Душем,,
ability.Sleep,Сон,,
ability.Eat,Харчування,,
ability.Mine,Гірництво,,
ability.Manipulate,Керування Пристроями,,
ability.PetAnimal,Гладити Тварину,,
ability.CleanDevice,Чищення Пристроїв,,
ability.CleanFloors,Чищення Підлоги,,
ability.UseToilet,Користування Туалетом,,
ability.Dance,Танцювати ,,
mental.breakdown.risk,Ризик Психічного Зриву,,
choose.who.awakens,Обрати Істоту для Пробудження,,
verb.awaken,Пробуджено,,
select.this.colonist,Обрати Колоніста,,
noun.history,Історія,,
bed.slot.main,Ліжко,,
bed.slot.pet,Місце Тварини,,
bed.slot.left,Ліва Сторона,,
bed.slot.right,Права Сторона,,
bed.slot.pod,Капсула,,
not.assigned,Не Призначено,,
auto.assign.slot.tip,"Якщо цю опцію увімкнено, це Місце може бути призначено будь-кому у разі потреби.",,
assigned.bed,Призначене Ліжко,,
adjective.assigned,Призначено,,
available.beds,Вільні Ліжка,,
noun.bed,Ліжко,,
show.only.selected.names,Показувати імена лише обраних істот,,
body.state.injured,Поранено,,
body.state.healthy,Норма,,
severity.irreparable,Невідновне,,
cond.Hypoxia,Гіпоксія,,
cond.Hypoxia.desc,"Гіпоксія - це патологічний стан, що спричинений постачанням кисню до тканин тіла у недостатній кількості. Якщо такий стан оперативно не усунути - у організмі відбуваються негативні зміни, що можуть призвести до ураження органів або до смерті.",,
cond.Injured,Поранено,,
noun.wound,Рана,,
damage.type,Ушкодження,,
damage.type.explosive,Вибухове,,
damage.type.structural,Структурне,,
damage.type.organ,Локальне,,
heal.amount,Лікування,,will show up as Healed: 10%
bleed.rate,Темп Кровотечі,,
milliliters.per.hour,мл/год,,
blood.amount.bar,Кількість крові: {0}/{1} мілілітрів,,
unit.short.hour,год,,
unit.short.minute,хв,,
unit.short.second,сек,,
unit.short.milliliter,мл,,
unit.short.day,д,,
attack.method,Спосіб атаки,,
stat.category.Colony,Колонія,,
stat.category.Equipment,Обладнання,,
stat.category.Health,Стан Фізичного Здоров'я,,
stat.category.Mental,Стан Психічного Здоров'я,,
stat.category.Ability,Можливості,,
stat.category.Need,Потреби,,
stat.category.Armor,Захист,,
stat.BloodClotRate,Темп Утворення Тромбу,,
stat.category.Weapon,Зброя,,
stat.category.Environment,Оточення,,
cond.Injured.desc,"Залежно від кількості та важкості поранень, ушкоджена істота може потребувати додаткового медичного догляду. Загоєння ран легшого ступеня відбуватиметься самостійно, без додаткового лікування, потребуватиме лише певного часу на відновлення тканини.",,
wound.title,Ушкодження - {0} {1},,{0} is severity {1} is damage type. example: Mild Blunt wound
noun.severity,Важкість,,
verb.resting,Відпочиває,,
stat.BloodLossRate,Темп Крововтрати,,
stat.BloodRegenRate,Темп Відновлення Крові,,
body.state.recovering,Відновл,,
healing.injuries,Лікує Ушкодження,,
body.state.damaged,Пошкодж,,injured state for robots
noun.wounds,Рани,,plural of wound
part.attached.to.part,Ця Частина Сполучена Із,,
part.attached.parts,Частини Сполучені Із Цією,,
part.contains.parts,Частини Що Містяться Всередині Цієї,,
part.is.inside.part,Ця Частина Міститься Всередині ,,
part.order.harvest,Зібрати Частини,,for ordering body part removal
part.perform.surgery,Виконати Хірургічну Операцію,,
part.perform.replacement,Виконати Заміну Частини,,
part.native.parts,Стандартні Частини,,
part.compatible.parts,Сумісні Частини,,
part.implant,Імплантувати,,verb
required.device.is.not.available,Необхідний пристрій недоступний,,
required.object.is.not.available,Необхідний об'єкт недоступний,,
part.damage.title,{0} {1} ушкодження,,{0} is severity {1} is damage type. example: Mild Blunt Damage
part.repair.progress,Ремонт,,
noun.damage,Ушкодження,,
cond.Damaged,Ушкоджено,,condition - damaged
stat.MaintenanceRate,Темп Тех.Обслуговування,,
need.Health,Здоров'я,,
need.Hygiene,Гігієна,,
need.Temperature,Температура,,
need.Light,Освітлення,,
scenario.cargo_ship,Вантажний Корабель,,
bodypart.type.Implant,Імплант,,
bodypart.Implant.ObeyChip,Нейрочип Покірності,,
bodypart.Implant.Rebreather,Автономний Апарат Газообміну,,
lacking.abilities,Бракує Можливостей,,
