Key,Translation,Version,Comment
duplicate.bin,ding.info,"L'entrée que vous avez choisie pour {0} est déjà utilisée ailleurs. Dans la plupart des cas, vous souhaiterez peut-être annuler votre modification. Notez que les touches fléchées du clavier, Enter et ESC sont utilisées dans la navigation de l'interface utilisateur.",
dust.accumula,tion,Accumulation de poussière,
dust.amount,Q,uantité de poussière,
dust.amount.b,ar,Poussière de nettoyage: {0}/{1},
dust.storm.en,d,Tempête de poussière terminée,
dust.storm.on,going,Tempête de poussière en cours,
eat,Manger,  ,
eating,Manger,,
economy.resea,rch.required,"Une recherche ""économie"" est nécessaire pour activer cette fonctionnalité",
edge.pan.spee,d,Vitesse de panoramique de bord: {0:0.0},
edge.pan.tip,,Contrôle la vitesse de défilement des bords. Réglez-le sur 0 pour désactiver le défilement des bords.,
egg,Œuf,     ,
eject,Éjecter,,
eject.ammo,Éje,cter les munitions,
eject.content,s,Éjecter le contenu,
eject.food,Éje,cter des aliments,
eject.fuel,Éje,cter le carburant,
el.consumptio,n.priority,Priorité de consommation,
el.consumptio,n.priority.desc,"La priorité à la consommation d'électricité vous permet de gérer le moment où l'appareil prélève de l'électricité sur le réseau. Un nombre plus grand donnera à un appareil une priorité plus élevée, ce qui lui fera tirer l'électricité en premier, un nombre inférieur le fera tirer après les autres appareils, si de l'électricité est encore disponible.",
el.disconnect,ed.devices,Appareils déconnectés,
el.production,.priority,Priorité de production,
el.production,.priority.desc,"La priorité de production d'électricité déterminera si l'appareil produira l'électricité lorsque votre réseau peut fournir plus d'énergie que nécessaire. Un nombre plus grand signifie une priorité plus élevée. Les appareils dont la priorité est la plus élevée produiront de l'électricité en premier. Vous pouvez l'utiliser pour modifier la priorité des différents types de carburant.",
electricity.d,eficit,Déficit d'électricité,
electricity.g,rid,Réseau électrique,
emergency.rec,harge.bar,Recharge d'urgence: {0},
emergency.rec,harge.complete,Recharge d'urgence terminée,
emergency.rec,harge.end.help,"Le travailleur s'est rechargé à 10 % et s'est remis en ligne. Cette charge ne durera pas longtemps, assurez-vous qu'il y a suffisamment de bornes de recharge gratuites et correctement connectées disponibles à proximité.",
emergency.rec,harge.help,"Votre travailleur est complètement déchargé. Les panneaux solaires intégrés d'urgence ont été activés, le travailleur sera de retour en ligne lorsque son niveau de besoin en électricité atteindra 10%. Le processus est automatique, mais lent.<br><br>Pour éviter que cela ne se reproduise, construisez plus de bornes de recharge ou ajustez les priorités de travail des travailleurs.",
emergency.rec,harge.info,Impossible de basculer lorsque le mode de recharge d'urgence est actif. Le travailleur se rallumera automatiquement lorsque les panneaux solaires de secours ramèneront la charge à 10 %,
emergency.rec,harge.start,Arrêt pour recharge d'urgence,
emergency.sir,en,Sirène d'urgence,
emergency.sir,en.active,La sirène d'urgence est active,
emergency.sir,en.automatic,Automatique,
emergency.sir,en.automatic.info,"La sirène d'urgence automatique s'allumera lorsqu'une alerte critique sera déclenchée. Cela inclut les astéroïdes entrants, les incendies et les catastrophes similaires. Les colons humains courront vers la sirène d'urgence la plus proche si elle est active.",
emergency.sir,en.manual,Manuel,
emotional.att,achments,Attachements,
empty,Vide,  ,
enable.combat,,Activer le combat,
enable.combat,.tip,"Si le combat est désactivé, le jeu deviendra complètement paisible. Des catastrophes naturelles comme les pluies de météorites peuvent encore se produire.",
enable.force.,field,Activer le champ de force,
enable.matrix,.mode,Activer le mode matriciel,
enabling.matr,ix,Activation de la matrice,
enclosed.area,s,Zones fermées,
ended.ago,Ter,miné {0},
ends.in,Termi,né en {0},
energy.auto.c,onnect.incomplete,Connexion automatique incomplète. Connecté {0} sur {1} nœuds accessibles. Créez plus de connecteurs.,
energy.auto.c,onnect.warning,Avertissement de connexion automatique,
energy.bat.ch,arge,Charge de la batterie,
energy.bat.ch,arge.desc,"Une somme de la puissance disponible de chaque batterie multipliée par son pourcentage de charge. Il ne montre pas combien de temps durera la charge, mais vous donne une idée du niveau de charge des batteries. Cette valeur sera empilée au-dessus de la production maximale dans le graphique.",
energy.batter,ies,Batteries,
energy.bullet,,Balle d'énergie,
energy.con.al,ready.connected,Ce nœud d'énergie est déjà connecté à un autre connecteur,
energy.con.da,maged,Impossible de connecter des appareils endommagés. Commandez d'abord les réparations.,
energy.con.fa,iled,La connexion a échoué,
energy.con.no,t.constructed,Impossible de se connecter à des appareils non construits,
energy.con.re,fused,Peut pas se connecter,
energy.con.re,fused.details,Le connecteur est déjà à <b>pleine capacité</b>. Nombre maximal de connexions: {0}. Déconnectez quelque chose avant.,2022-08-05,
energy.con.to,o.far,L'appareil est en dehors de la plage du connecteur. Vous pouvez enchaîner plusieurs connecteurs pour atteindre l'appareil.,
energy.connec,tion.limit,Connexions établies,
energy.connec,tions,Gérer les connexions,
energy.connec,tors,Connecteurs,
energy.consum,ers,Consommateurs,
energy.consum,ption,Consommation d'énergie,
energy.cur.de,ficit,Déficit actuel,
energy.cur.de,ficit.desc,"C'est le déficit électrique actuel. S'il n'est pas nul, vous devez soit éteindre certains consommateurs d'électricité coûteux, soit construire plus d'appareils de production d'électricité. Notez que mener une recherche nécessitera souvent beaucoup d'électricité.",
energy.cur.de,mand,Demande actuelle,
energy.cur.de,mand.desc,"Il s'agit de l'électricité totale requise pour alimenter tous vos appareils dans leur état actuel. Certains appareils n'utiliseront de l'électricité que lorsqu'ils sont activés, c'est une bonne idée d'avoir toujours une capacité de production supérieure à la demande.",
energy.cur.ou,tput,Consommation d'énergie,2022-05-27,
energy.cur.ou,tput.desc,"Ceci est votre consommation. S'il est supérieur au maximum, cela signifie que les batteries sont utilisées. Si elle est inférieure à la demande, vous devez augmenter votre production d'énergie ou vérifier si tous les appareils sont bien entretenus, configurés, ravitaillés et nettoyés. Notez que les réacteurs à matière ne produiront pas d'électricité s'il n'y a pas de demande.",2022-05-27,
energy.defici,t,Déficit énergétique,
energy.grid,R,éseau électrique,
energy.grid.n,r,Grille n°{0}: {1},
energy.grids,,Réseaux électriques,
energy.loss,P,erte d'énergie,
energy.low,Ba,tterie faible,
energy.max.ba,t.output,Réserve de batterie,
energy.max.ba,t.output.desc,"Somme de la puissance des batteries qui a une charge non nulle. Chaque batterie est soit morte, soit peut produire sa puissance maximale alors qu'elle est chargée. Cette valeur sera empilée au-dessus de la production maximale dans le graphique.",
energy.max.ou,tput,Production maximum,2022-05-27,
energy.max.ou,tput.desc,"Il s'agit de la puissance électrique maximale théorique que votre réseau peut produire. Il n'inclut pas les piles. La sortie réelle peut être différente, en fonction de votre demande d'énergie actuelle, de l'état de l'appareil et de l'utilisation de la batterie.",
energy.node,N,œud d'énergie,
energy.node.a,uto.connect,Connexion automatique ({0}),
energy.node.c,onnect,Relier,
energy.node.d,isconnect,Déconnecter,
energy.node.d,isconnect.all,Tout déconnecter ({0}),
energy.node.u,nreachable,Le nœud est inaccessible,
energy.node.u,nreachable.info,"Pour contrôler ce noeud d'énergie, <b>il doit être sur le même réseau électrique que l'ordinateur du vaisseau</b>. Développez votre réseau en enchaînant les connecteurs jusqu'à ce que l'un d'entre eux puisse atteindre cet appareil.",2022-08-10,
energy.not.co,nnected,Pas connecté,
energy.off_gr,id,Hors réseau,
energy.overvi,ew,Aperçu,
energy.peak.d,emand,Consommation de pointe,
energy.peak.d,emand.desc,Pic de consommation électrique enregistré depuis le dernier changement de réseau électrique. La modification des connexions existantes réinitialisera cette valeur.,
energy.produc,ers,Producteurs,
energy.produc,tion,Production d'énergie,
energy.tool.n,eed.research,Vous devez rechercher <b>Énergie</b> et construire des <b>Connecteurs</b> pour pouvoir utiliser cet outil,
energy.turned,.off,Désactivé [{0}],2022-06-14,
engine,Moteur,,
engine.power,,Puissance moteur,
engine.push,P,oussée moteur,2022-01-08
enter.amount,,Entrer quantité,
enter.galaxy,,Entrez dans la galaxie,
enter.name,En,trez le nom,
enter.new.fir,st.name,Entrez le nouveau prénom,
enter.new.las,t.name,Entrez le nouveau nom de famille,
enter.new.nam,e,Entrez un nouveau nom,
enter.new.nic,k.name,Entrez un nouveau pseudo,
enter.offset,,Entrer le décalage,
enter.planet,,Entrez dans la planète,
enter.shuttle,,Navette entrante,
enter.system,,Entrer dans le système,
enter.univers,e,Entrez dans l'univers,
environment,E,nvironnement,
equipable.ite,m,Article compatible,
equipment,Équi,pement,
equipment.slo,t.Body,Corps,
equipment.slo,t.BodyCasual,Corps (Décontracté),
equipment.slo,t.Hands,Mains,
equipment.slo,t.Head,Tête,
equipment.slo,t.HeadCasual,Tête (Décontracté),
equipment.slo,t.Weapon,Arme,
error,Erreur,,
error.content,.required,Le contenu est requis,
error.deconst,ruct.floor.in.use,Le sol ne peut pas être déconstruit car il supporte un autre objet,
error.energy_,connect.no_connector,Vous ne pouvez pas connecter deux appareils directement. Connectez-vous à un <nobr><b>Connecteur</b></nobr>. Les connecteurs peuvent être connectés ensemble pour étendre votre réseau.,
error.no.cpu,,L'ordinateur de bord n'est pas disponible,
error.title.r,equired,Le titre est requis,
esc.behavior,,{0} Action de la touche ESC,2022-04-28,
esc.behavior.,both,"Fermer l'IU et aller vers le menu principal",
esc.behavior.,close.menus,"Fermer l'IU seulement",
esc.behavior.,open.pause.panel,"Basculer sur menu principal uniquement",
esc.behavior.,tooltip,"Choisissez l'action du bouton {0} (Echap) dans le jeu",
estimated.tim,e.at.kw,Temps restant estimé: {0} à {1},
eta,Heure d'a,rrivée: {0},
evaluator,Éval,uateur,
event.birthda,y,{0} a maintenant {1} ans !,
event.content,.hint,Entrée de journal,
event.log.dis,abled.in.tutorial,Vérifiez le journal des événements une fois le didacticiel terminé,
event.panel.c,lear.tutorial.info,"Cela effacerait les notifications, mais cette fonction est désactivée pendant le tutoriel",
event.sound.0,,Tous les sons d'événement,
event.sound.1,,Alertes critiques uniquement,
event.sound.2,,L'événement sonne en sourdine,
event.title,T,itre de l'événement,
event.title.h,int,Brève description,
event.write,Éc,rire un événement,
events,Événemen,ts,
everyones.tas,ks,Les tâches de chacun,
evt.asteroid.,desc,Le radar a détecté un astéroïde avec une trajectoire dangereusement proche. Il sera à proximité du vaisseau dans environ {0},
evt.asteroid.,impact.desc,L'astéroïde est entré en collision avec le vaisseau !,
evt.asteroid.,impact.title,Impact d'astéroïde !,
evt.asteroid.,title,Avertissement de proximité d'astéroïdes radar,
evt.battery.d,ischarge.desc,"En raison d'un dysfonctionnement, la batterie {0} s'est déchargée instantanément. Le drone passera maintenant en mode de recharge d'urgence.",2022-05-16,
evt.battery.d,ischarge.title,Dysfonctionnement de la batterie,
evt.breach.ca,psule.impact.desc,"Préparez-vous au combat. Nous sommes abordé !",
evt.breach.ca,psule.impact.title,Capsule de raid attachée !,
evt.breach.ca,psule.raid.desc,"Le radar a détecté une capsule entrante. Elle sera à proximité du vaisseau dans environ {0}",
evt.breach.ca,psule.raid.title,"Alerte de proximité: capsule de raid",
evt.capsule.b,eing.desc,{0} est sorti d'une capsule de stockage.,
evt.capsule.b,eing.title,Capsule contenue {0},
evt.connectio,n.loss,Connexion perdue,
evt.death.des,c,{0} {1} est décédé à l'âge de {2}. Cause du décès: {3},
evt.death.tit,le,{0} est décédé,
evt.drone.bat,t.electrocuted.desc,{0} un dysfonctionnement de la batterie a choqué les êtres suivants qui se trouvaient à proximité: {1},
evt.drone.bat,t.electrocuted.title,{0} êtres électrocutés,
evt.drone.bat,t.exploded.desc,{0} la batterie a explosé.,
evt.drone.bat,t.exploded.title,La batterie du drone a explosé,
evt.drone.bat,t.fire.desc,{0} la batterie a pris feu.,
evt.drone.bat,t.fire.title,Batterie de drone en feu,
evt.drone.bat,t.overload.desc,{0} l'état de la batterie est critique. Prudence conseillée !,
evt.drone.bat,t.overload.title,Surcharge de la batterie du drone,
evt.dust.stor,m.desc,Il y a une tempête de poussière en cours. Cela affectera l'accumulation de débris sur tous les panneaux solaires.,
evt.dust.stor,m.end.desc,La tempête de poussière s'est finalement terminée après avoir duré {0} heures.,
