Key,Translation,Version,Comment
exp.stage.prep,Příprava na vzlet,,
exp.stage.prep.return,Příprava na návrat,,
exp.stage.takeoff,Vzlet,,
exp.stage.travel.to.base,Návrat,,
exp.stage.travel.to.dest,Let k cíli,,
exp.stage.unloading,Vykládání kořisti,,
exp.stage.waiting.for.base,Čekání na vyzvednutí,,
expedition,Expedice,,
expedition.aborted,Expedice přerušena,,
expedition.aborted.shuttle.damaged,Expedice byla přerušena kvůli poškození raketoplánu před startem,,
expedition.action.prompt,Expediční raketoplán <b>{0}</b> se s vámi snaží komunikovat.,,{0} will be the shuttle name
expedition.auto.unload,Automatické vyložení,,
expedition.auto.unload.info,"Pokud je vybráno, raketoplán se vrátí na základnu, aby vyložil zásobník, až bude plný, a pak bude pokračovat v expedici.",,
expedition.call.back.already.retuning,Expedice {0} se již vrací,,
expedition.call.back.failed,Posádka {0} v současné době neodpovídá.,,
expedition.call.back.sent.too.far,Odesílám zprávu raketoplánu expedice. Bude čekat na vaše vyzvednutí. Vydejte se na {0} a vyzvedněte je.,,
expedition.choose,Posádka {0} čeká na rozkazy na {1}.,,
expedition.crew,Posádka expedice,,
expedition.found.object,Expedice našla objekt,,
expedition.launch.aborted,"Expedice ""{0}"" byla přerušena, protože alespoň jeden člen posádky nenastoupil do raketoplánu.",,
expedition.mining.target,Cíl,,
expedition.missing.crew,"Členovi posádky expedice ""{0}"" se nepodařilo dosáhnout raketoplánu ""{1}"". Co máme dělat?",,
expedition.mode.AllowAll,Těžit vše,,
expedition.mode.AllowSelected,Těžit vybrané,,
expedition.mode.ForbidAll,Odmítnout vše,,
expedition.mode.ForbidSelected,Odmítnou vybrané,,
expedition.no.event,"Expedice {0} zatím nic pozoruhodného nenašla. Je možné, že na této planetě už není co zkoumat ani těžit.",,
expedition.over,Raketa expedice <b>{0}</b> se vrátila z <b>{1}</b>. Možná bys chtěl vybrat jinou destinaci na <b>Hvězdné mapě</b>.,,"{0} will be the shuttle name, {1} will be planet name or some expedition target name (i.e. abandoned ship name)"
expedition.returned.from,Expedice se vrátila<br><size=200%>{0}</size>,,
expedition.setup,Nastavení expedice,,
expedition.target.too.far.away,"Tuto výpravu nelze zahájit, protože cíl je příliš daleko od vaší lodi. Vraťte se k cíli a zkuste to znovu.",,
expedition.unloading,{0} (vykládání),,
expeditions,Expedice,,
expeditions.howto,"Pokud se vedle nás nachází zkoumatelný vesmírný objekt, můžeme zahájit expedici. Potřebujeme ovládání můstku, abychom viděli objekty na hvězdné mapě, a motory, abychom mohli cestovat vesmírem. Musíme také postavit raketoplán, který přepraví posádku expedice a kořist.",,
explain.why,"Vysvětlete, proč",,
explore,Prozkoumat,,
explosion,Výbuch,,
explosion.imminent.minutes,Exploze hrozí: {0:0.0} min.,,
extract.nutrients,Extrahovat živiny,,
faction.Adventurer,Dobrodruh,,
faction.Adventurer.about,Dobrodruzi jsou přátelští průzkumníci vesmíru. Váží si expanze a objevování a neusazují se na stejném místě příliš dlouho.,,
faction.Capitalist,Kapitalista,,
faction.Capitalist.about,"Kapitalisté jsou frakcí obchodníků, jednou z nejdominantnějších frakcí ve vesmíru. Peníze jsou pro ně důležitější než cokoli jiného.",,
faction.Crawler,Plíživec,,
faction.OldEarth,Pozemšťané,,
faction.OldEarth.about,"Pozemšťané jsou mírumilovní osadníci a kolonisté, kteří se většinou věnují zemědělství a farmaření.",,
faction.Pirate,Piráti,,
faction.Pirate.about,"Piráti jsou bezohlední a nebezpeční psanci. Pokud je spatříte, odleťte pryč, nebo se připravte na přepadení.",,
faction.Player.about,Toto je vaše frakce,,
faction.Scavenger,Mrchožrouti,,
faction.Scavenger.about,Mrchožrouti se potulují vesmírem a hledají vzácné materiály a cenné mimozemské artefakty. Kříženec mezi dobrodruhy a kapitalisty. Obvykle nejsou příliš přátelští.,,
faction.Sentinel,Sentinel,,
faction.Sentinel.about,"Mimozemská forma života založená na umělé inteligenci, která se snaží nastolit ve vesmíru pořádek a mír.",,
faction.Virus,Virus,,
faction.Virus.about,"Nepřátelská frakce zlotřilé umělé inteligence, která chce vyhladit všechny biologické formy života a násilím ovládnout vesmír.",,
failed.copying.value,Neúspěšné kopírování hodnoty,,
failed.pasting.value,Neúspěšné vložení hodnoty,,
fate.BecameNomads,"Z kolonistů {0} se stali kočovníci a založili frakci s názvem ""{1}"":",,
fate.DeadInStasisArray,Některým kolonistům se nepodařilo probudit ze stáze a zůstanou v trvalém kómatu:,,
fate.DiedDuringLanding,{0} kolonistů zemřelo během přistání:,,
fate.DiedFightingLocalFaction,"{0} kolonistů zemřelo v boji s místní frakcí ""{1}"":",,
fate.DiedFromRareDisease,"{0} kolonisté zemřeli na novou vzácnou nemoc zvanou ""{1}"":",,
fate.EatenByLocalFauna,"{0} kolonistů bylo sežráno místní bestií jménem ""{1}"":",,
fate.FoundedACity,"Město jménem ""{1}"" bylo založeno:",,
fate.FoundedAMiningCompany,"Těžební společnost jménem ""{1}"" založil:",,
fate.LivingHappy,{0} kolonisté jsou ve svém novém domově šťastní:,,
fate.MovedToColonyWorker,"{0} robotičtí dělníci zůstali s kolonií, aby vybudovali svou novou základnu:",,
fate.remained.on.ship,{0} kolonisté se rozhodli pokračovat v dobrodružství a zůstali na vaší lodi.,,
fate.StayedOnShip,{0} kolonisté se rozhodli zůstat na vaší lodi a vydat se vstříc novým dobrodružstvím:,,
fate.StayedOnShipWorker,{0} robotičtí pracovníci zůstali s vámi na lodi:,,
fate.WasElectedPresident,Zvolen prezidentem kolonie:,,
fate.WentInsane,{0} se zbláznilo:,,
favorite.color,Oblíbená barva,,
favorite.meal,Oblíbené jídlo,,
feedback,Zpětná vazba,,
feedback.bug.critical,Chyba [přerušení hry],,
feedback.bug.critical.tip,"Za kritické chyby, kvůli kterým <b>není možné hru hrát</b>. Příklady:<br> – Selhání ukládání/načítání<br> – Vstup nebo uživatelské rozhraní nereaguje<br> – Strom výzkumu se neotevře<br> – Hra po určité akci zamrzne nebo spadne<br> – Nepodaří se spustit novou hru< br> - Roboti se nebudou dobíjet a stále by přecházeli do nouzového dobíjení",,
feedback.bug.major,Chyba [Zavažné],,
feedback.bug.major.tip,"Pro závažné chyby, které <b>narušují některé důležité mechanismy</b> nebo nekritické systémy. Příklady:<br> - Nelze zahájit těžební expedici<br> - Montovač nelze nakonfigurovat<br> - Domácí mazlíčci by nejedli a zemřeli hladem",,
feedback.bug.minor,Chyba [menší],,
feedback.bug.minor.tip,"Pro běžné chyby, které mohou být <b>otravné</b>, ale <b>nebrání vám ve hře</b>. Příklady:<br> - Pod stáze nelze dekonstruovat<br> - Loď ztratí cíl při ukládání / načtení<br> - Údaje o vlastnictví lůžka se po přemístění lůžka ztratí<br> - Pracovník uvízne při provádění konkrétního úkolu",,
feedback.choose,Zvolte typ,,
feedback.contact,Jak vás kontaktovat (nepovinné),,
feedback.contact.hint,"Volitelně. Může to být váš e-mail nebo discord, pokud jste na Stardeus Discordu.",,
feedback.error,Chyba zpětné vazby,,
feedback.f1,Nahlásit chybu,2022-08-11,
feedback.f1.label,Použijte toto oznámení o chybě nebo návrhu. Můžete zmáčknout <b><nobr> CTRL + F1 </nobr></b> kdykoliv. Tato metoda je preferovaná pro poskytování zpětné vazby.,,
feedback.f1.label_controller,Pomocí tohoto formuláře můžete nahlásit případné chyby nebo poskytnout návrhy. Tento způsob je preferovaným způsobem poskytování zpětné vazby.,,
feedback.fail.unknown,Neznámý (bez spojení?),,
feedback.failed,Nahrávání zpětné vazby se nezdařilo z následujícího důvodu: {0}. Pošlete prosím e-mail na adresu help@kodolinija.com nebo o tom napište na Discord nebo na diskusní fórum služby Stardeus Steam. Děkujeme!,,
feedback.failed.screenshot,"Děkujeme za vaši zpětnou vazbu! Zpětná vazba {0} byla úspěšně vytvořena, ale snímek obrazovky se nepodařilo nahrát z následujícího důvodu: {1}.",,
feedback.hint,"Pokud se jedná o chybu, popište problém co nejpodrobněji, včetně kroků k reprodukci problému.",,
feedback.other,Jiné,,
feedback.other.tip,Vytvořil si něco <b>dokonalého</b> a chtěl bys to ukázat ostatním? Dostat nějaký názor od vývojáře? Určitě neváhej a naskoč s námi do komunity na Discord a ukaž co jsi dokázal. Použij kategorii <b> no other type is a good fit</b>,,
feedback.performance,Výkon,,
feedback.performance.tip,"Pro hlášení situací, kdy hra neběží plynule, <b>FPS je příliš nízká</b> nebo dochází k neustálým <b>poklesům snímků</b>.<br><br>Upozorňujeme, že při vysokých rychlostech hry může být FPS automaticky snížena na <b>zobrazování s vysokou obnovovací frekvencí</b> (nad 120 Hz), toto chování můžete vypnout v <b>Nastavení</b> > <b>Video</b> > <b>Automatická obnovovací frekvence< /b> (ačkoli to není doporučeno).",,
feedback.post.to.discord.hint,"Pokud je tato možnost vybrána, bude váš snímek obrazovky a uložený soubor veřejně sdílen na Stardeus Discordu spolu s vaším uživatelským jménem ({0}). To pomůže ostatním hráčům vidět, co již bylo nahlášeno, což povede k menšímu počtu duplicit. Také pokud jste na Stardeus Discordu se shodnou přezdívkou, můžete velmi brzy dostat odpověď od vývojáře.",,
feedback.screenshot.failed,"Zpětná vazba byla odeslána, ale nepodařilo se připojit snímek obrazovky",,
feedback.sent,Odeslaná zpětná vazba,,
feedback.submit,Odeslat zpětnou vazbu,,
feedback.suggestion,Návrh,,
feedback.suggestion.tip,"Za navrhování <b>vylepšení</b>, změn souvisejících s <b>balancí ve hrách</b> a žádostí o <b>funkce kvality</b>.",,
feedback.thank.you,Děkujeme vám za vaši reakci! Oceňujeme vaši snahu pomoci tuto hru zlepšit! Vývojář ji brzy zkontroluje. <br><br>Můžete diskutovat o své zpětné vazbě na Stardeus Discord. ID zpětné vazby: {0},,
feedback.thanks,Děkujeme vám za vaši reakci! Vývojář ji brzy zkontroluje. Oceňujeme vaši snahu pomoci tuto hru zlepšit!<br><br>ID: <b>{0}</b>,2022-07-11,
feedback.title.hint,O co jde?,,
feedback.title.required,Zadejte prosím název,,
feedback.tooltip,Použijte toto oznámení o chybě nebo návrhu. Můžete zmáčknout <b><nobr> CTRL + F1 </nobr></b> kdykoliv. Tato metoda je preferovaná pro poskytování zpětné vazby.,,
feedback.tooltip.controller,Pomocí tohoto formuláře můžete nahlásit případné chyby nebo poskytnout návrhy. Tento způsob je preferovaným způsobem poskytování zpětné vazby.,,
feedback.type,Typ zpětné vazby,,
feedback.type.required,Vyberte typ zpětné vazby,,
feeling.clean,Pocit čistoty,,Label for a positive mood bonus for someone who just had a shower
female,Žena,,
fighting,Boj,,
filter.mode,Režim filtru,,
filter.mode.AllowAll,Povolit vše,,
filter.mode.AllowSelected,Povolit vybrané,,
filter.mode.ForbidAll,Zakázat Vše,,
filter.mode.ForbidSelected,Zakázat Vybrané,,
find,Najít,,
find.item,Najít položku,,
finish.construction,Dokončit stavbu,,
fire,Oheň,,
fire.chance,"Šance, že se vznítí",,
fire.chance.damage,Šance vzplanout při poškození,,
fire.chance.damage.desc,"Určuje, jaká je pravděpodobnost, že se tato entita vznítí při poškození.",,
fire.chance.desc,"Šance vzplanout určuje, jaká je pravděpodobnost, že se tato entita vznítí, pokud se okolí příliš rozpálí nebo pokud je v blízkosti otevřený oheň.",,
fire.extinguish,Uhasit oheň,,
first.name,První jméno,,
flight.arrived,Došli jsme k {0}. Cesta trvala {1}.,,"{0} is location (i.e. some planet name), or a coordinate, (i.e. ""123:125""). {1} is time (i.e. 2 days 3 hours). Example: ""We have arrived at Jupiter. Journey took 8 days 1 hour"""
flight.cancelled.already.there,Let zrušen. Již jste na tomto místě.,,
flight.cancelled.islands,"Přerušení letu. Loď byla rozdělena na {0} částí. Znovu spojte oddělené části, abyste mohli znovu letět.",,
flight.impossible.islands,Let není možný. Je zde {0} oddělených částí. Nejprve sekce rozložte nebo znovu spojte. Další podrobnosti naleznete v Překryvu sekcí. ,,
flight.impossible.no.engines,Let není možný. Nemáte nainstalované motory. Nejprve prozkoumejte a postavte motory.,,
flight.impossible.no.suitable.engines,"Let nemožný. Nemáte motory, které by byly schopné urazit požadovanou vzdálenost. Proveďte výzkum a postavte pokročilejší technologii motorů.",,
flight.initiated,Nastavení kurzu na {0}. Vzdálenost: {1}. Po příletu budete informováni.,,
flight.no.bridge.controls,Ovládací prvky můstku nejsou připojeny nebo nejsou napájeny. Motory nefungují.,,
floor,Podlaha,,
font.scale,Velikost písma: {0:0.##}x,,
food,Potraviny,,
food.bar,Potraviny,,
food.item,Potravinová položka,,
food.type,Potraviny: {0},,
force.wake.up,Vynucené probuzení,,
found,Nalezeno,,"Used in ""Merchant Beacon"" device in a short label to show that a merchant of the seeked type was found."
found.terraformable.planet,Nalezená teraformovatelná planeta,,
free_entities,Věci,,
fuel,Palivo,,
fuel.bar,Palivo: {0}/{1},,
fuel.efficiency,Výdej energie: {0:0},,
